Id,Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Soil_Type,Wilderness_Area,Vegetation_Type
2679,2055,323,32,30,23,404,124,189,196,395,36.69,245.57,497.8,28.01,Type_10,Area_4,Type_6
2680,2057,332,28,247,81,592,145,193,181,633,60.95,381.72,193.81,60.87,Type_10,Area_4,Type_6
2687,2655,339,8,0,0,1441,203,228,164,1290,37.46,212.49,1072.62,58.09,Type_20,Area_3,Type_6
2688,2082,93,26,150,32,210,250,190,52,459,54.82,362.1,299.12,45.66,Type_10,Area_4,Type_6
2703,2128,24,34,150,106,300,181,147,82,212,37.53,353.03,957.39,25.65,Type_10,Area_4,Type_6
2704,2073,42,36,162,-28,534,201,140,48,541,31.02,279.2,1003.49,30.71,Type_10,Area_4,Type_6
2705,2076,19,24,277,-104,633,194,181,114,661,76.21,184.4,120.22,33.57,Type_10,Area_4,Type_6
2718,2165,86,27,330,115,390,247,185,50,277,88.45,278.78,776.97,14.94,Type_2,Area_4,Type_6
2724,2075,27,30,30,15,404,193,162,89,330,57.48,252.42,568.32,48.12,Type_1,Area_4,Type_6
2725,2069,325,13,210,11,765,187,225,178,933,53.88,447.12,1193.06,24.87,Type_1,Area_4,Type_6
2737,2676,271,20,30,9,1465,165,242,215,1381,89.48,315.46,361.42,53.04,Type_4,Area_3,Type_6
2738,2245,346,20,360,109,684,176,203,163,95,62.67,360.14,1114.09,18.26,Type_10,Area_4,Type_6
2739,2238,58,20,360,112,660,230,193,87,30,87.77,272.02,708.57,24.96,Type_2,Area_4,Type_6
2740,2210,92,12,390,85,510,238,222,112,153,34.54,314.31,674.42,59.89,Type_2,Area_4,Type_6
2741,2201,101,16,390,80,480,245,217,97,182,51.94,432.77,573.56,37.24,Type_2,Area_4,Type_6
2742,2191,83,17,390,70,450,241,208,91,212,43.52,199.93,154.46,38.38,Type_2,Area_4,Type_6
2743,2171,55,27,330,121,390,225,172,64,272,41.75,237.71,1069.47,43.89,Type_10,Area_4,Type_6
2749,2102,352,26,228,-78,642,165,184,151,631,78.67,304.26,291.4,7.79,Type_10,Area_4,Type_6
2750,2093,357,32,362,-87,767,154,166,137,781,68.16,271.88,401.47,12.05,Type_10,Area_4,Type_6
2751,2084,22,29,330,26,781,187,164,98,841,53.29,163.44,671.85,58.09,Type_10,Area_4,Type_6
2761,2678,290,13,30,11,1443,182,238,195,1383,38.84,237.37,655.01,61.68,Type_20,Area_3,Type_6
2762,2192,33,23,360,142,421,209,183,101,240,30.47,392.25,429.87,22.8,Type_10,Area_4,Type_6
2778,2678,10,12,0,0,1401,207,216,145,1355,39.94,411.63,377.84,9.28,Type_20,Area_3,Type_6
2779,2270,25,22,395,121,577,203,187,112,212,56.73,305.0,509.62,26.56,Type_10,Area_4,Type_6
2780,2265,355,21,408,122,636,181,198,151,153,42.55,265.54,580.97,31.41,Type_10,Area_4,Type_6
2781,2263,17,11,420,127,696,211,216,141,95,33.0,167.1,1049.05,33.8,Type_2,Area_4,Type_6
2782,2257,55,13,420,121,693,228,211,114,42,80.62,264.24,476.65,13.54,Type_2,Area_4,Type_6
2783,2141,49,32,182,90,247,215,155,51,421,88.87,420.96,795.0,32.84,Type_10,Area_4,Type_6
2802,2087,55,25,85,34,150,226,177,70,543,84.47,432.29,171.64,15.47,Type_10,Area_4,Type_6
2810,2183,35,39,150,108,443,184,127,48,268,73.1,406.11,471.19,31.32,Type_10,Area_4,Type_6
2811,2164,26,37,108,-16,636,177,135,69,553,44.84,376.48,1092.15,36.11,Type_10,Area_4,Type_6
2812,2141,18,30,218,-39,722,182,163,103,671,68.44,305.15,271.35,11.28,Type_10,Area_4,Type_6
2813,2141,24,33,361,83,841,183,151,86,819,70.0,321.64,440.49,9.42,Type_10,Area_4,Type_6
2818,2244,19,14,421,123,524,208,209,135,175,30.73,289.86,250.1,50.84,Type_10,Area_4,Type_6
2819,2234,33,19,400,184,466,213,196,112,228,30.54,439.34,427.41,16.41,Type_2,Area_4,Type_6
2820,2206,43,26,285,155,351,215,174,80,342,51.42,413.71,626.97,8.88,Type_2,Area_4,Type_6
2821,2192,53,31,256,141,323,220,158,50,371,85.57,343.33,688.3,38.26,Type_4,Area_4,Type_6
2822,2141,64,33,175,90,242,229,154,31,459,43.72,261.54,566.34,54.33,Type_4,Area_4,Type_6
2830,2163,19,30,182,-17,721,184,163,101,648,31.75,229.07,546.97,41.31,Type_10,Area_4,Type_6
2831,2159,21,33,361,-21,858,180,151,89,824,58.85,378.29,495.68,56.53,Type_10,Area_4,Type_6
2841,2231,89,12,379,131,446,239,220,109,268,53.55,223.71,874.3,42.66,Type_2,Area_4,Type_6
2842,2216,58,20,295,165,362,230,195,89,351,75.26,152.73,1134.71,8.4,Type_2,Area_4,Type_6
2852,2163,33,33,313,105,800,194,151,72,888,44.42,342.36,243.06,20.25,Type_10,Area_4,Type_6
2859,2126,26,33,150,76,212,186,151,83,560,32.16,281.62,443.06,53.82,Type_10,Area_4,Type_6
2869,2241,39,37,150,116,537,195,136,49,342,46.95,362.58,139.77,22.16,Type_10,Area_4,Type_6
2870,2188,9,34,42,18,600,163,153,110,443,51.18,159.87,1095.92,39.22,Type_10,Area_4,Type_6
2871,2209,312,38,30,28,658,96,184,213,524,83.65,238.85,687.93,16.6,Type_10,Area_4,Type_6
2872,2218,34,36,120,37,721,188,137,58,607,86.79,411.28,277.0,26.89,Type_10,Area_4,Type_6
2873,2206,33,36,150,25,743,189,140,61,636,83.55,155.5,591.4,8.48,Type_10,Area_4,Type_6
2897,2209,25,32,362,151,819,187,156,87,874,62.35,307.74,539.98,52.64,Type_10,Area_4,Type_6
2906,2160,34,28,150,65,242,203,167,83,579,33.28,416.08,90.9,44.62,Type_10,Area_4,Type_6
2930,2255,16,34,127,59,659,170,149,97,469,53.59,430.31,115.49,18.23,Type_10,Area_4,Type_6
2931,2256,323,30,95,60,726,131,194,195,566,65.44,194.32,1001.9,34.51,Type_10,Area_4,Type_6
2932,2245,9,33,228,64,849,164,154,111,725,69.66,392.9,745.56,22.5,Type_10,Area_4,Type_6
2933,2246,22,28,371,65,842,190,168,102,864,34.71,396.96,665.97,18.97,Type_10,Area_4,Type_6
2938,2706,316,13,0,0,1191,185,228,183,1339,65.03,277.66,107.61,36.95,Type_20,Area_3,Type_6
2950,2277,13,31,170,81,671,174,161,109,467,85.98,420.36,543.65,39.91,Type_6,Area_4,Type_6
2970,2292,16,29,212,96,850,182,167,109,700,59.78,183.31,1190.63,36.1,Type_6,Area_4,Type_6
2990,2304,15,28,255,108,892,183,170,112,741,81.76,197.84,280.6,26.46,Type_6,Area_4,Type_6
2991,2300,16,27,277,119,912,185,172,112,767,40.76,301.82,190.52,29.21,Type_10,Area_4,Type_6
3009,2313,353,25,218,117,841,168,187,150,661,70.44,290.21,958.99,19.82,Type_6,Area_4,Type_6
3018,2719,53,18,30,11,1092,227,198,98,1348,54.27,414.87,471.06,19.34,Type_23,Area_3,Type_6
3081,2729,320,11,0,0,1091,191,229,178,1438,74.19,417.19,711.14,57.56,Type_20,Area_3,Type_6
3148,2740,76,20,60,11,1008,240,199,82,1409,69.99,304.28,980.94,17.78,Type_20,Area_3,Type_6
3229,2741,262,13,0,0,1033,189,246,196,1489,36.32,436.92,545.01,58.31,Type_20,Area_3,Type_6
3279,2739,86,7,0,0,993,231,228,130,1477,50.02,398.09,336.46,62.7,Type_23,Area_3,Type_6
3319,2746,93,13,30,7,953,240,220,108,1466,78.27,285.83,1193.57,42.48,Type_23,Area_3,Type_6
3530,2261,31,15,0,0,1050,215,207,125,953,56.38,357.49,411.89,7.07,Type_6,Area_4,Type_6
3579,2275,294,31,150,65,865,120,216,228,716,74.5,227.81,484.34,64.13,Type_6,Area_4,Type_6
3581,2261,45,27,60,4,990,216,171,74,957,58.99,257.93,808.31,51.63,Type_5,Area_4,Type_6
3582,2233,63,31,85,-7,930,230,161,41,983,80.29,404.1,805.77,35.56,Type_5,Area_4,Type_6
3583,2149,59,21,67,21,750,230,192,85,808,51.68,248.37,837.61,12.33,Type_5,Area_4,Type_6
3584,2097,53,26,30,3,570,223,174,69,636,81.59,360.58,843.99,43.6,Type_5,Area_4,Type_6
3627,2324,313,21,210,114,924,159,219,198,752,30.04,151.18,115.73,56.58,Type_5,Area_4,Type_6
3628,2280,33,20,67,17,1020,212,192,108,916,82.24,259.27,968.82,8.77,Type_5,Area_4,Type_6
3677,2340,321,13,272,130,984,185,227,181,752,40.41,357.58,1059.26,5.96,Type_5,Area_4,Type_6
3678,2311,22,23,127,48,1149,199,184,113,819,52.79,417.03,434.26,5.77,Type_5,Area_4,Type_6
3713,2340,283,9,247,130,990,196,241,184,721,72.37,233.19,880.68,13.85,Type_5,Area_4,Type_6
3714,2317,27,23,134,54,1140,203,183,107,805,67.36,414.02,1185.55,28.92,Type_5,Area_4,Type_6
3747,2316,330,27,150,106,953,145,196,184,631,69.81,220.65,649.87,19.62,Type_5,Area_4,Type_6
3748,2350,347,6,309,87,1087,208,230,160,706,54.67,387.89,1145.61,49.01,Type_6,Area_4,Type_6
3750,2080,334,34,85,51,335,125,175,177,488,83.08,281.24,976.45,59.43,Type_10,Area_4,Type_6
3775,2317,311,25,134,88,966,146,214,204,591,69.52,240.19,1007.42,41.09,Type_5,Area_4,Type_6
3776,2332,336,11,190,122,994,195,225,169,646,85.89,350.18,652.18,63.17,Type_5,Area_4,Type_6
3777,2331,305,6,216,121,1008,204,237,172,661,79.26,343.53,1045.59,12.18,Type_5,Area_4,Type_6
3778,2338,305,9,268,128,1040,195,235,181,661,64.0,323.35,1026.26,56.93,Type_6,Area_4,Type_6
3779,2356,332,13,324,93,1110,190,224,173,677,69.42,184.13,1061.57,28.47,Type_6,Area_4,Type_6
3781,2043,330,20,30,4,488,168,211,180,624,53.97,256.87,1025.72,25.93,Type_14,Area_4,Type_6
3782,2045,46,22,124,67,127,221,188,92,379,49.61,297.31,285.39,12.48,Type_4,Area_4,Type_6
3809,2357,318,13,362,147,1116,187,228,182,641,33.02,158.59,93.37,19.35,Type_6,Area_4,Type_6
3810,2047,326,17,30,8,524,176,219,182,666,33.17,335.05,879.2,19.55,Type_14,Area_4,Type_6
3811,2065,313,28,67,26,466,134,206,206,618,71.52,273.43,717.1,37.91,Type_10,Area_4,Type_6
3851,2083,21,28,228,115,234,190,169,103,470,55.06,300.45,486.05,22.62,Type_10,Area_4,Type_6
3924,2091,315,28,95,50,497,136,205,203,679,45.96,303.12,725.28,30.66,Type_10,Area_4,Type_6
3925,2107,18,30,190,115,228,182,163,103,495,89.42,301.52,213.96,25.39,Type_10,Area_4,Type_6
3973,2140,14,28,234,74,300,181,169,112,552,46.51,191.39,1089.84,30.82,Type_10,Area_4,Type_6
3974,2127,27,27,192,72,268,197,169,95,532,72.57,216.72,1148.41,7.3,Type_10,Area_4,Type_6
3975,2043,334,27,67,39,319,149,194,178,541,46.29,323.14,906.27,43.6,Type_10,Area_4,Type_6
4023,2044,312,28,60,24,324,133,206,208,560,70.34,354.82,633.55,23.53,Type_10,Area_4,Type_6
4024,2055,325,26,85,42,342,147,202,190,569,79.56,317.7,587.6,7.88,Type_10,Area_4,Type_6
4059,2321,322,21,85,41,1121,163,214,189,421,83.39,364.46,640.15,56.97,Type_10,Area_4,Type_6
4060,2329,312,14,134,49,1138,182,229,187,481,89.52,312.99,592.52,7.46,Type_5,Area_4,Type_6
4062,2129,323,32,134,76,541,124,189,195,745,42.62,231.53,417.12,40.34,Type_10,Area_4,Type_6
4103,2333,317,13,150,52,1167,186,229,182,457,62.89,375.93,547.83,64.56,Type_5,Area_4,Type_6
4106,2079,324,21,30,11,711,162,213,188,892,69.83,199.37,342.14,23.5,Type_14,Area_4,Type_6
4107,2120,308,27,108,62,607,135,211,210,807,87.92,300.92,317.44,35.74,Type_10,Area_4,Type_6
4108,2145,321,31,150,87,558,127,194,198,768,33.03,298.4,870.34,52.42,Type_10,Area_4,Type_6
4109,2155,326,30,175,102,534,133,192,191,750,83.42,202.48,668.72,63.26,Type_10,Area_4,Type_6
4110,2186,350,19,283,147,446,183,205,158,685,64.61,369.97,349.34,26.53,Type_10,Area_4,Type_6
4124,2215,350,12,30,-1,1150,198,219,160,301,84.02,338.77,981.13,40.47,Type_17,Area_4,Type_6
4161,2068,327,34,67,32,390,119,181,190,641,60.87,274.95,121.72,30.6,Type_10,Area_4,Type_6
4162,2090,15,23,175,70,450,193,186,123,674,35.1,439.65,134.59,10.8,Type_10,Area_4,Type_6
4204,2102,318,24,42,21,741,149,210,197,933,87.81,157.89,1023.34,47.98,Type_10,Area_4,Type_6
4205,2147,285,28,170,80,618,130,226,229,834,36.48,217.3,841.29,24.6,Type_10,Area_4,Type_6
4220,2241,332,14,42,10,1203,187,222,174,371,45.14,295.28,179.77,33.36,Type_10,Area_4,Type_6
4258,2115,6,26,201,83,499,178,180,130,731,57.1,324.31,965.78,36.78,Type_10,Area_4,Type_6
4259,2119,354,26,228,92,516,167,186,149,741,51.28,235.99,817.93,18.05,Type_10,Area_4,Type_6
4260,2122,323,16,234,27,421,177,221,183,808,54.04,370.23,219.78,12.28,Type_10,Area_4,Type_6
4282,2243,255,19,30,12,1233,173,248,211,400,74.06,300.0,1028.68,20.63,Type_10,Area_4,Type_6
4283,2264,306,23,67,29,1230,150,219,207,418,42.53,321.17,902.55,7.11,Type_2,Area_4,Type_6
4313,2342,342,17,134,40,1248,184,213,167,351,37.46,248.24,1177.27,33.27,Type_10,Area_4,Type_6
4315,2094,90,23,60,21,459,248,197,65,730,88.26,286.56,412.99,42.78,Type_1,Area_4,Type_6
4362,2353,347,13,175,51,1283,195,218,162,390,66.26,187.11,467.37,11.24,Type_6,Area_4,Type_6
4363,2355,356,6,212,60,1295,210,229,157,361,75.82,343.71,208.32,55.85,Type_6,Area_4,Type_6
4366,2157,343,30,134,83,745,146,180,164,960,69.99,233.87,416.09,46.53,Type_10,Area_4,Type_6
4367,2204,318,21,295,137,618,161,216,194,860,34.81,441.55,645.4,15.37,Type_10,Area_4,Type_6
4368,2147,62,29,124,52,513,230,168,51,779,56.51,203.63,844.67,38.03,Type_1,Area_4,Type_6
4369,2158,347,28,192,112,524,154,181,157,771,39.8,303.36,1118.11,42.08,Type_10,Area_4,Type_6
4370,2156,11,31,212,117,537,171,161,113,779,41.07,221.9,748.5,60.66,Type_10,Area_4,Type_6
4371,2153,358,31,283,121,540,158,167,135,808,42.14,429.71,835.27,9.01,Type_10,Area_4,Type_6
4386,2274,259,29,67,41,1290,140,242,232,485,63.47,150.3,210.87,17.71,Type_2,Area_4,Type_6
4413,2357,354,15,170,45,1302,193,212,156,350,70.23,253.21,284.0,52.36,Type_10,Area_4,Type_6
4414,2360,357,12,201,55,1312,200,217,154,384,68.51,412.37,265.44,28.15,Type_6,Area_4,Type_6
4415,2358,12,10,216,56,1318,210,219,146,361,54.65,165.03,706.57,40.14,Type_6,Area_4,Type_6
4418,2102,330,18,30,13,932,174,215,180,759,31.44,375.37,1023.66,34.71,Type_14,Area_4,Type_6
4420,2154,323,36,162,99,532,110,179,196,789,40.62,215.72,732.81,46.01,Type_10,Area_4,Type_6
4456,2202,39,35,180,107,591,197,141,54,854,33.58,207.91,304.69,42.71,Type_10,Area_4,Type_6
4457,2118,51,32,30,23,547,217,155,49,819,71.52,318.7,227.57,16.4,Type_10,Area_4,Type_6
4459,2130,323,35,95,57,543,111,180,196,811,54.95,254.43,983.13,17.34,Type_10,Area_4,Type_6
4460,2143,324,36,124,76,547,107,176,195,812,62.92,217.76,1159.73,15.91,Type_10,Area_4,Type_6
4461,2170,323,36,175,104,560,110,179,196,819,54.16,365.67,97.54,19.88,Type_10,Area_4,Type_6
4462,2182,330,34,201,127,569,123,179,184,824,61.18,297.03,549.18,6.75,Type_10,Area_4,Type_6
4476,2263,250,32,60,30,1350,135,242,233,541,59.03,292.05,378.31,34.83,Type_2,Area_4,Type_6
4498,2365,337,22,108,40,1350,167,204,174,283,37.99,236.65,238.09,23.13,Type_10,Area_4,Type_6
4501,2108,312,14,67,4,990,182,229,187,713,65.96,382.62,493.85,29.02,Type_10,Area_4,Type_6
4502,2156,298,25,134,68,872,141,222,217,859,60.82,307.45,1114.77,23.86,Type_10,Area_4,Type_6
4503,2183,305,28,170,95,828,131,211,215,918,47.29,235.37,459.06,13.83,Type_10,Area_4,Type_6
4504,2219,43,35,180,124,618,203,143,49,882,30.39,392.83,686.24,54.26,Type_10,Area_4,Type_6
4506,2208,343,31,242,153,607,141,176,163,859,47.14,236.93,675.49,39.38,Type_10,Area_4,Type_6
4507,2200,11,28,234,9,547,178,170,118,892,74.08,205.18,620.12,37.79,Type_10,Area_4,Type_6
4508,2105,50,24,30,10,285,223,180,78,886,31.44,352.26,464.14,39.53,Type_1,Area_4,Type_6
4534,2276,244,11,120,43,1380,197,249,189,591,48.38,222.78,514.74,59.84,Type_2,Area_4,Type_6
4561,2151,307,27,150,62,914,138,213,211,824,73.21,403.44,277.91,28.6,Type_10,Area_4,Type_6
4562,2177,300,28,175,89,870,131,216,219,883,47.23,228.16,832.87,12.72,Type_10,Area_4,Type_6
4563,2207,307,31,212,119,828,123,205,215,942,82.79,334.94,506.1,5.22,Type_10,Area_4,Type_6
4564,2211,57,37,150,29,636,217,138,22,902,32.95,426.97,782.0,49.63,Type_10,Area_4,Type_6
4566,2149,316,35,90,54,601,107,186,207,870,83.84,300.91,1185.43,8.07,Type_10,Area_4,Type_6
4613,2334,343,14,30,5,1413,190,218,165,306,59.17,299.22,571.22,32.14,Type_16,Area_4,Type_6
4614,2398,337,23,192,73,1413,164,202,174,366,36.54,281.11,707.69,8.1,Type_10,Area_4,Type_6
4619,2111,333,13,30,4,1099,191,223,172,612,48.15,363.36,699.36,41.0,Type_14,Area_4,Type_6
4620,2233,307,30,255,145,830,124,206,215,967,81.52,263.29,657.02,45.0,Type_10,Area_4,Type_6
4622,2194,312,32,150,105,636,118,197,210,902,75.88,262.11,1127.37,11.41,Type_10,Area_4,Type_6
4623,2242,342,29,268,180,664,149,184,166,918,38.8,310.96,489.76,41.12,Type_10,Area_4,Type_6
4625,2121,294,20,108,40,192,160,231,209,765,86.7,416.88,705.94,40.24,Type_10,Area_4,Type_6
4635,2298,15,9,180,65,1440,212,221,146,671,38.24,445.05,1047.33,30.68,Type_2,Area_4,Type_6
4666,2116,318,15,30,10,1116,180,226,185,607,72.56,323.53,309.58,52.22,Type_10,Area_4,Type_6
4667,2256,306,30,255,8,834,124,207,216,994,36.32,277.97,989.69,24.22,Type_10,Area_4,Type_6
4668,2268,325,29,234,20,816,136,194,191,1024,80.33,171.69,270.17,42.19,Type_10,Area_4,Type_6
4669,2145,329,17,30,4,661,178,218,179,932,70.26,418.0,597.32,11.88,Type_10,Area_4,Type_6
4670,2218,303,30,180,129,671,126,211,218,934,71.82,333.43,201.21,24.29,Type_10,Area_4,Type_6
4684,2286,274,22,134,55,1470,154,239,221,674,47.9,329.14,229.0,51.16,Type_2,Area_4,Type_6
4706,2120,314,16,42,8,1134,176,226,189,603,55.33,351.73,335.13,15.5,Type_10,Area_4,Type_6
4707,2177,333,19,228,73,976,172,211,176,812,77.1,228.37,542.7,63.79,Type_10,Area_4,Type_6
4708,2246,297,32,258,-1,876,116,211,227,962,41.74,247.44,571.65,64.31,Type_10,Area_4,Type_6
4709,2224,287,29,180,129,700,127,223,230,964,79.22,429.61,904.36,28.9,Type_10,Area_4,Type_6
4710,2256,304,26,240,177,713,138,216,213,972,68.92,353.56,776.42,64.27,Type_10,Area_4,Type_6
4711,2274,337,25,247,58,664,156,196,174,983,55.14,397.99,185.31,57.14,Type_10,Area_4,Type_6
4746,2338,311,9,0,0,1451,196,234,177,418,33.23,367.97,414.55,51.21,Type_16,Area_4,Type_6
4747,2366,322,21,108,30,1501,162,214,189,391,41.39,258.33,277.27,24.01,Type_10,Area_4,Type_6
4751,2137,301,27,85,25,1129,136,217,217,631,50.47,361.5,307.41,11.16,Type_10,Area_4,Type_6
4752,2258,118,28,85,36,769,254,202,55,1034,56.65,174.71,942.33,14.43,Type_4,Area_4,Type_6
4755,2163,14,22,0,0,722,193,189,126,994,81.69,228.19,369.89,29.65,Type_10,Area_4,Type_6
4756,2264,302,28,240,175,731,131,213,217,1001,81.96,201.79,572.19,22.82,Type_10,Area_4,Type_6
4758,2164,27,28,30,0,384,196,169,96,860,76.68,259.92,677.93,58.0,Type_10,Area_4,Type_6
4772,2241,319,23,30,10,1554,153,211,195,696,54.21,154.56,308.82,9.23,Type_17,Area_4,Type_6
4773,2262,351,17,108,31,1531,188,209,158,700,44.09,357.07,1119.34,47.79,Type_6,Area_4,Type_6
4774,2290,322,18,170,55,1530,172,219,186,731,79.13,179.49,570.63,40.05,Type_6,Area_4,Type_6
4795,2351,312,19,42,13,1441,167,223,195,437,47.88,175.7,985.16,6.44,Type_10,Area_4,Type_6
4796,2367,313,18,95,28,1473,170,224,193,424,49.22,402.74,151.08,18.39,Type_10,Area_4,Type_6
4797,2374,311,18,124,32,1489,169,225,195,421,39.86,251.46,308.81,10.79,Type_10,Area_4,Type_6
4798,2389,300,15,212,61,1530,176,232,196,430,76.99,215.47,633.01,61.92,Type_10,Area_4,Type_6
4803,2198,345,19,212,61,1040,178,206,164,780,84.57,323.89,578.71,39.0,Type_10,Area_4,Type_6
4804,2212,310,30,301,108,979,126,205,211,870,41.41,370.03,1065.01,14.04,Type_10,Area_4,Type_6
4805,2266,119,25,85,35,808,253,210,70,1072,79.28,168.94,242.83,64.04,Type_4,Area_4,Type_6
4808,2188,339,27,67,36,750,153,191,170,1020,87.33,228.63,158.09,47.43,Type_10,Area_4,Type_6
4819,2273,327,25,60,41,1574,150,202,187,721,83.29,257.57,837.89,58.21,Type_6,Area_4,Type_6
4820,2280,355,22,67,42,1570,178,195,151,720,41.95,200.31,735.41,38.51,Type_6,Area_4,Type_6
4821,2271,1,17,134,37,1561,193,205,148,730,47.05,177.59,413.34,42.36,Type_6,Area_4,Type_6
4843,2357,314,19,67,20,1415,167,222,194,466,51.14,356.85,871.6,10.41,Type_10,Area_4,Type_6
4844,2388,335,10,190,52,1500,198,227,168,451,32.59,420.89,948.2,18.16,Type_10,Area_4,Type_6
4845,2401,287,22,255,73,1556,153,232,217,466,40.75,199.11,227.99,24.99,Type_10,Area_4,Type_6
4846,2414,284,25,277,83,1560,143,231,224,474,53.53,175.9,812.39,12.68,Type_10,Area_4,Type_6
4852,2210,351,23,240,73,1041,172,194,155,811,52.9,394.54,147.63,10.28,Type_10,Area_4,Type_6
4853,2215,332,26,270,78,1022,149,196,181,841,76.51,315.0,920.61,17.88,Type_10,Area_4,Type_6
4856,2281,295,32,247,176,752,117,213,228,1061,41.52,410.57,988.19,16.53,Type_10,Area_4,Type_6
4857,2323,342,18,212,107,671,179,209,167,1077,38.76,156.05,671.41,11.46,Type_10,Area_4,Type_6
4858,2252,70,28,67,36,541,237,173,49,969,86.28,223.05,382.65,56.37,Type_1,Area_4,Type_6
4870,2250,304,21,67,8,1618,157,224,205,760,78.86,434.64,199.53,60.62,Type_6,Area_4,Type_6
4871,2284,309,20,90,53,1604,163,223,199,751,52.93,322.37,370.94,30.06,Type_2,Area_4,Type_6
4894,2407,294,23,277,78,1533,150,227,215,495,44.45,245.93,1109.64,39.8,Type_10,Area_4,Type_6
4901,2161,19,24,42,18,1279,196,183,115,514,30.36,248.3,97.75,32.65,Type_10,Area_4,Type_6
4903,2206,308,27,150,69,1124,137,212,210,722,37.39,247.95,152.49,21.12,Type_10,Area_4,Type_6
4904,2227,334,28,270,90,1045,145,190,178,842,48.46,351.89,814.57,39.0,Type_10,Area_4,Type_6
4905,2248,129,21,30,0,864,249,223,91,1129,85.56,309.24,508.67,55.04,Type_4,Area_4,Type_6
4908,2218,3,29,127,55,811,168,172,131,1080,42.35,156.64,918.33,42.94,Type_10,Area_4,Type_6
4909,2269,284,34,228,138,792,107,217,238,1087,74.49,215.65,467.89,50.1,Type_10,Area_4,Type_6
4910,2320,294,24,247,104,711,144,225,217,1100,62.8,182.24,405.41,62.27,Type_10,Area_4,Type_6
4911,2209,14,28,108,18,424,182,172,115,792,83.07,385.63,906.97,14.57,Type_10,Area_4,Type_6
4912,2196,21,30,150,32,384,186,163,99,738,63.24,183.75,1018.59,59.08,Type_10,Area_4,Type_6
4950,2148,300,13,30,3,1231,184,235,191,607,80.7,328.38,946.47,48.25,Type_10,Area_4,Type_6
4951,2263,312,33,270,15,1032,114,195,211,904,53.7,276.0,808.8,16.76,Type_10,Area_4,Type_6
4954,2237,353,32,134,55,840,150,169,144,1110,70.43,357.28,235.31,27.27,Type_10,Area_4,Type_6
4961,2274,275,17,150,32,1667,172,242,208,812,62.74,358.96,994.41,14.34,Type_2,Area_4,Type_6
4962,2290,250,16,228,57,1650,183,250,204,824,42.24,302.16,1104.04,55.79,Type_2,Area_4,Type_6
4963,2322,281,17,268,91,1650,170,239,208,845,47.51,222.37,345.72,15.29,Type_2,Area_4,Type_6
4978,2352,326,11,30,3,1262,193,228,175,604,42.36,329.16,646.9,34.55,Type_16,Area_4,Type_6
4979,2370,315,18,85,22,1307,170,223,192,569,30.06,434.17,944.36,30.03,Type_10,Area_4,Type_6
4980,2392,331,22,150,52,1357,162,206,181,547,32.36,207.87,796.42,63.79,Type_10,Area_4,Type_6
4981,2397,334,21,170,57,1374,167,207,177,543,88.64,421.73,1023.98,60.05,Type_10,Area_4,Type_6
4982,2439,270,18,361,110,1528,170,243,211,495,44.54,166.04,629.94,39.93,Type_6,Area_4,Type_6
4983,2447,262,14,382,119,1549,185,246,199,466,69.8,242.52,1169.12,15.59,Type_6,Area_4,Type_6
4990,2216,285,25,150,79,1168,144,230,223,730,76.18,287.52,931.19,10.53,Type_10,Area_4,Type_6
4991,2290,77,29,90,42,966,242,173,41,1087,88.52,429.89,712.53,62.63,Type_4,Area_4,Type_6
4993,2254,354,26,30,10,911,168,186,149,1179,50.5,299.79,444.33,14.01,Type_10,Area_4,Type_6
4994,2315,41,30,170,99,642,208,160,67,997,68.91,360.56,709.32,63.32,Type_10,Area_4,Type_6
4995,2233,22,28,95,-6,450,190,167,101,741,34.11,320.08,110.17,35.96,Type_10,Area_4,Type_6
5011,2263,277,15,85,30,1614,178,242,203,849,39.93,243.09,1070.68,26.13,Type_2,Area_4,Type_6
5012,2278,271,10,120,45,1655,193,243,189,842,72.4,164.95,107.57,58.51,Type_2,Area_4,Type_6
5013,2273,171,16,134,27,1687,229,245,142,841,62.12,399.56,164.28,59.04,Type_2,Area_4,Type_6
5034,2363,311,15,67,14,1250,178,228,190,618,66.03,339.91,699.98,40.78,Type_10,Area_4,Type_6
5036,2207,347,28,42,17,1648,154,181,157,192,52.78,207.07,172.66,24.35,Type_14,Area_4,Type_6
5037,2153,29,11,30,-10,1294,216,216,134,589,67.03,287.64,712.5,23.82,Type_10,Area_4,Type_6
5038,2273,318,26,272,136,1116,145,208,198,853,88.19,334.08,1110.99,19.93,Type_10,Area_4,Type_6
5040,2270,27,27,162,60,902,198,172,97,1173,85.36,240.21,102.02,19.28,Type_10,Area_4,Type_6
5041,2348,332,21,258,132,732,167,209,179,1077,75.73,334.07,209.21,48.43,Type_6,Area_4,Type_6
5057,2315,255,21,268,63,1710,166,248,217,902,56.26,411.2,1093.93,30.37,Type_2,Area_4,Type_6
5076,2218,51,17,95,44,1425,226,200,101,457,61.08,391.78,504.79,23.82,Type_10,Area_4,Type_6
5077,2207,84,19,67,33,1403,243,204,83,485,66.85,310.09,903.58,7.67,Type_2,Area_4,Type_6
